group,date,text,url
zeradaglobal,2025-07-15 11:21:31+00:00,"🇫🇷🔥🇷🇺 **France's National Strategic Review states:**

""__The hypothesis of new Russian aggression against Europe within the next three to five years is central to continental defense and security interests. Potential offensive actions could target Ukraine anew, or occur near Europe - in Moldova, the Balkans, or even against NATO member states to test Alliance cohesion. The highest-risk scenario involves such aggression coinciding with large-scale operations in another global region, diverting American forces__.""

**Thus, the assumption that Russia will attack European countries within 3-5 years is becoming normalized.**",https://t.me/zeradaglobal/4143
zeradaglobal,2025-07-14 19:28:13+00:00,"🛁🛁🛁 **About That ""Warm Bath""**

Over six months ago, we started writing that Europe was actively preparing for direct war with Russia. Now, news about this pours in daily:

✅ The UK Defense Minister declares the island is preparing for direct confrontation with Russia;

✅ Macron suddenly doubles the military budget, moving the target from 2030 to 2027;

✅ Poland starts sending draft notices for medical examinations to hundreds of thousands of citizens.

Back then, almost no one was thinking about this. It often happens this way—media figures are among the first to notice shifts in the narrative being broadcast to the public. We noticed that the West had begun sending its society a message: **""We must prepare for war with Russia.""**

What surprised us, however, was something else. Now that NATO countries’ increased military spending is a done deal, Russian—and even Belarusian—channels and ""Thought Leaders"" have SUDDENLY (likely after receiving the appropriate talking points) begun pushing the thesis: ""**There won’t be a war with the West—it’s simply impossible**.""

**And they’re using some hilariously weak arguments:**

🔹 Ordinary Europeans aren’t ready and won’t be ready for war with Russia in 5 or even 10 years. **This thesis is just defective. Before 2013, almost NO ONE in Ukraine was ready to fight either. The key is simply to start;
**
🔹 All the money the West allocates for war preparations will be stolen (alternate version: there won’t be enough money due to the high cost of living in the EU), and the media hype around war is just a ploy by certain individuals to get their hands on the trough. **This argument is partially true. Some funds will indeed be embezzled—just like Ursula von der Leyen did with Covid vaccines. And yes, the war hype is partly driven by the European defense industry’s lobbying.
**
**But that doesn’t change the fact that preparations are happening—and expanding VERY quickly. In 3-5 years, the British, Germans, French, and Poles will be far more prepared and better equipped than they are now.**

🔹 Such a conflict is impossible because it would immediately go nuclear, and Europeans don’t want to die.

**First, globalists are experts at ""slow-boiling the frog"". The war in Ukraine has shown that you CAN hit the Kremlin with a drone, CAN strike Russia’s missile warning radars, CAN attack an element of its nuclear triad, CAN even cross into Kursk Oblast—and no nuclear strike follows.

Second, who said the conflict would start head-on with the full might of NATO? We, too, began with a ""modest"" Anti-Terrorist Operation…

Third, Ukrainians also didn’t want (and still don’t want) to die in war. With the right level of control (including information control), the opinions of ordinary people don’t matter. The EU’s ""elites"" will decide everything. And notice—most of them don’t even have children☝️

So this Russian blogosphere’s attempt to lull the population into complacency is, at the very least, strange—especially when the military trajectory of events is becoming more obvious by the day.**",https://t.me/zeradaglobal/4139
zeradaglobal,2025-07-14 17:58:01+00:00,"🧩🧩🧩 **The mountain in labour** 

Trump's ""major announcement"" on Russia turned out to be MUCH weaker than even we expected (though we did predict it would be a dud).

1️⃣ **Special treatment for Russia:** While with other countries Trump first imposes new tariffs and then negotiates, Russia gets exclusive treatment—the 100% sanctions were announced upfront but postponed for 50 days. 

2️⃣ **Formally, the U.S. is ""less at war"" with Russia**: Trump is effectively using NATO as a middleman. The U.S. sells weapons to the EU, NATO distributes them (including to Ukraine). This way, in talks with the Russians, they can say, ""The U.S. isn’t supplying Patriots to Ukraine."" Another sign of special treatment—keeping business options open. Biden didn’t bother with such tricks.

3️⃣ **About the 17 Patriots for Europe—details still pending**: The U.S. won’t produce 17 systems quickly; it’ll take years. So, EU countries likely won’t transfer their currently deployed systems to Ukraine right away. Plus, the big question: Even if there are 100 launchers, what about the missiles for them???

4️⃣ Not a word about long-range missiles or other offensive weapons 🤷‍♂️

**The Russian stock market even went up on this announcement. The only one impressed by the ""world’s policeman"" was NATO Secretary-General Rutte—but he’s only in his job because of his ""silver tongue.""

Russian media jokes: ""Trump gave Russia 50 days to crush Ukraine. If they fail—he’ll impose sanctions...""**",https://t.me/zeradaglobal/4138
zeradaglobal,2025-07-14 16:36:48+00:00,"🇺🇸 **Trump's statements:**

**On sanctions**: __Based on that, we’re going to be doing secondary tariffs if we don’t have a deal in 50 days, it’s very simple. They’ll be at 100%, and that’s the way it is.__

**On weapons**: ""__We made a deal today where we are going to be sending them [Ukraine, - Ed.] weapons and they [Europe, - Ed.] will pay for.""
__
According to Trump, NATO and U.S. Permanent Representative to the Alliance Whitaker will coordinate deliveries of American weapons to Ukraine.

17 Patriot systems are being prepared for deployment to Europe, with a significant number of these systems destined for the battlefield.

**On Russia:** ""__The only one we still haven't been able to reach is Russia.""__",https://t.me/zeradaglobal/4136
zeradaglobal,2025-07-14 08:29:45+00:00,"🧩🧩🧩 **Trump's Dilemma:**

1️⃣ **Senator Lindsey Graham couldn't resist and spilled the beans to CBS News about what to expect from Trump's upcoming war announcement:**

🔹 __So, I don't want to get ahead of the President, but stay tuned about seized assets. The Europeans want to limit the interest on the assets to go to Ukraine. Secretary Bessent wants to go further__;

🔹 __America will begin to sell to our European allies tremendous amounts of weapons that can benefit Ukraine.

I expect, in the coming days, you will see weapons flowing at a record level to help Ukraine defend themselves;
__
🔹 __Congress is on the verge of passing the most consequential sanction package in the history of the- of the country. It will give President Trump tools he doesn't have today, a literal sledgehammer. And the big offenders here is China, India, and Brazil. India buys oil from Russia cheap and resells it. That's despicable. I've talked to President Trump. He said last week, it's time to move.__

Trump wants ""__to entice Putin to the table. But my goal is to end this war, and the only way you're going to end this war is to get people who prop up Putin make them choose between the American economy and helping Putin.""__

**Exactly as we previously** [**described**](https://t.me/zeradaglobal/4114). **Weapons supplies to Ukraine funded by EU and a sanctions ""sledgehammer"". We called it a ""club"" in our post, but the essence remains the same.**

2️⃣** According to Wall Street Journal, Deputy Defense Secretary Elbridge Colby wrote a secret memo to the US Defense Secretary warning that Ukraine's weapons requests could deplete American stockpiles**.

Allegedly this memo is why Hagerty previously blocked air defense missile supplies to Ukraine:

🔹 Colby advocated reorienting the US military to counter China;

🔹 Colby believes priorities must be set: ""**Let's give priority to the main threat even if that means we have to accept trade with other regions""**__;
__
🔹 **This approach stems not from indifference to other conflicts but from concerns that the US lacks resources for a three-front war (Europe, Middle East, China).

These were the two options Trump had to choose between. Whether to follow Biden's path of continuing to fight Russia while China keeps overtaking the US.

It's just like a ""three-way duel"". Of course the strongest can defeat the weakest, but in doing so he's guaranteed to lose to the second strongest 🤷‍♂️**",https://t.me/zeradaglobal/4132
zeradaglobal,2025-07-11 11:35:17+00:00,"🔥 **And Just to Ensure Putin Definitely Doesn’t Agree to Any Ceasefire, Globalists Keep Cooking Up New Initiatives

In Paris, a headquarters for multinational forces will be established, ready for rapid deployment on Ukrainian territory after hostilities end**: __""European allies step up plans for future Ukraine stabilization force, with US attending meeting.""__

The contingent will be called the Multinational Force Ukraine (MFU). In its first year, its headquarters will operate in Paris before relocating to London. A coordination unit in Kyiv is also planned. The exact list of participating countries hasn’t been disclosed, but it’s claimed that around 30 nations (excluding the U.S.) are involved.

At the same time, no concrete commitments were announced, and U.S. senators have ruled out any plans to deploy American troops to Ukraine.

**The whole point is to create a situation where the mere risk of foreign troop deployment in the event of a ceasefire takes the ceasefire off the table entirely. Nobody is actually planning to send anyone — just lowering the chances of a truce, which globalists (and now Trump’s team) insist on…**",https://t.me/zeradaglobal/4117
zeradaglobal,2025-07-11 07:44:21+00:00,"🧨 **Trump Armed to the Teeth**

The U.S. President is preparing to adopt a tougher stance toward Russia:

1️⃣ The scheme for arms deliveries to Ukraine’s Armed Forces will change: the U.S. sells, NATO buys and transfers to Ukraine. Trump:

""We're sending weapons to NATO, and NATO is paying for those weapons, 100%. So what we’re doing is the weapons that are going out are going to NATO, and then NATO is going to be giving those weapons (to Ukraine), and NATO is paying for those weapons. We send weapons to NATO, and NATO is going to reimburse the full cost of those weapons.""

**This is a major victory for globalists and Zelenskyу. For now, it suits them. Better American weapons for money than no weapons at all.

Trump can tell his voters that the U.S. is no longer paying for this war—on the contrary, it’s profiting from it. The question remains about production capacity (e.g., there aren’t enough air defense missiles for a conflict of this scale), but both the U.S. and the EU are working to expand their defense industries.**

2️⃣ There’s also progress on sanctions against Russia. They are coming, and Trump will have personal authority to impose or lift them:

""It’s a bill that the Senate is passing that very respectfully lets the president do whatever he wants.  They’re going to pass a very major and very biting sanctions bill, but it’s up to the president as to whether or not he wants to exercise it.""
**Thus, Trump has prepared a double whip for Russia. He promised an ""important statement"" on Russia on Monday (apparently, the White House is still considering Lavrov’s proposal on new approaches).

Overall, the situation for Russia isn’t much better than under Biden. American weapons, paid for by globalists, will keep flowing to the Armed Forces of Ukraine. The internal scheme doesn’t matter much. Having dialogue with Trump (unlike with Biden) is, of course, a positive — it reduces the risk of uncontrolled escalation. However, the factor of gradual, deliberate, Western-controlled preparation for war with Russia has not been resolved — only worsened.

Sanctions and the volume of weapons may not be critical, but the threat of a larger-scale war in the medium term has become even more pressing. So far, Russia has not proposed a way to reverse this trend of sliding toward it ☝️**",https://t.me/zeradaglobal/4116
zeradaglobal,2025-07-08 18:30:01+00:00,"🇷🇺 **Deputy Foreign Minister of Russia Grushko:** __They (NATO and the EU) are specifically preparing for a military confrontation with the Russian Federation. 

It is clear that there are a huge number of problems that could hinder the realization of the plans recently adopted at the summit in The Hague and currently being developed in the European Union. From the perspective of the economic capabilities of NATO and EU countries, these plans indeed raise significant doubts; however, nonetheless.

We must prepare for the worst. 

We should not hope that certain plans will not be implemented or will not be fully realized. We must calmly continue to ensure our security and defense capability. 
__
[**The fourth scenario cluster**](https://t.me/zeradaglobal/2128) **is becoming increasingly popular. Just two years ago, no one spoke about such a possibility; these phrases were feared. Now, they are openly discussing it.**",https://t.me/zeradaglobal/4101
zeradaglobal,2025-07-07 17:03:19+00:00,"🧩🧩🧩 The War of Two Vladimirs: Where's the Exit?

After reading yet another Western expert's opinion about the conceptual impossibility of peace between the West and Russia, we decided to analyze why this war has become so senseless and ineffective relative to its stated goals.

**The logic of intentions versus the logic of circumstances. Let's see**:

🇺🇦 **Zelenskуy wanted power. This entire war is permeated by his intention to maintain power. He could have:**

🔹 BEFORE the ""Big War"" abandoned the NATO course (as Scholz suggested);

🔹 Accepted the first Istanbul agreement;

🔹 Even now agreed to Putin's terms.

This would make sense if the goal was to preserve the country and keep people alive. But the real goal is different - to remain on the throne as long as possible. There are no circumstances suggesting the Second Ukrainian Republic will grow stronger and win with the current strategy. On the contrary, prolonged war plays to Russia's strengths.

Ukrainian elites understood this long ago but fear attempting to remove Zelensky. So we continue moving with circumstances - not just toward collapse, but toward destruction.

**But why hasn't the Kremlin tried to eliminate Zelenskyy? Removing just one person from the his squad could end the war. That's the question.** 

🇷🇺 Russia wanted a lightning operation, like in Crimea, to resolve the issue and stop the creation of an anti-Russia Ukraine. This was likely the main intention. Circumstances diverged SHARPLY from intentions. Only Russian ""turbo-patriots"" still deny that Russia has lost its SMO [Special Military Operation].

Then came real war, during which Putin had opportunities to:

🔹 Respond to Western arms shipments with tactical nuclear weapons early on;

🔹 Scale back demands (agree to partition along the current frontlines) and stop fighting for villages, limiting demands to Ukrainian neutrality;

🔹 Attempt to eliminate Zelensky or Yermak - whoever took power in Kyiv would accept Putin's current terms.

**None of this happened. Therefore, the Kremlin's intentions changed after 2022.**

1️⃣ The current Russian logic (as we understand it) - through war in Ukraine, prove to the world, post-Soviet states, and the West: you can befriend us or not, but opposing us or uniting against us is NOT beneficial. 

This path (again, IMHO) is long, costly, dangerous. The war in Ukraine actually:

🔹 Strengthens China;
🔹 Destroys Europe's economy;
🔹 Weakens rather than strengthens the West.

Yet there's no indication globalists or even Britain will abandon this historical course. They're already preparing in the Baltics and Caucasus. Thus military confrontation will continue until either:

🔹 The West realizes it can't break Russia and focuses elsewhere;
🔹 Russia understands it needs other methods to communicate its position;
🔹 Some ""black swan"" event forces sides to temporarily abandon the war.

2️⃣ Another possibility: the Kremlin, understanding that Zelenskyy and globalists won't accept any peace terms, no longer expects any agreement.

**In this case, Zelenskyy is NEEDED by Putin as a convenient partner for managing (especially under Trump) a permanent conflict. This conflict should only end somewhere beyond Odesa or Kyiv.**

History will judge whether this path is correct and strategically justified. We lack sufficient objective data. Within Russia itself, opinions vary wildly: from ""__effectively waging actual war against the West with minimal means__"" to ""__the mistaken refusal to use nuclear weapons and wasting human capital for unneeded territories.""__

🇺🇸🇪🇺 Given circumstances, the West should accept Kremlin's terms, narrate that it didn't lose, start buying Russian energy to restore economic solvency, and regroup. Two problems here:

🔹 The West is divided. Trump is ready to stop, but globalists aren't;
🔹 Britain sees no survival path except continuing the war.

The structural, debt, and systemic crises they've created historically resolved through wars. So they continue with the intention ""not to let Ukraine lose nor Russia win.""

**Thus continues this illogical and largely senseless war. Damn this war!**",https://t.me/zeradaglobal/4093
zeradaglobal,2025-07-07 10:23:01+00:00,"🇷🇺 **Russia continues to stand its ground.

Sergey Lavrov, in an interview with the Hungarian publication Magyar Nemzet, stated:**

""__Sustainable resolution is impossible without addressing the root causes of the conflict. First and foremost, it is necessary to eliminate security threats related to NATO's expansion and Ukraine's inclusion in the Alliance, which directly affect Russia. It is equally important to ensure respect for human rights in the territories still under the control of the Kyiv regime, as since 2014, everything associated with Russia, Russians, and Russian-speaking people has been systematically eradicated—this includes the Russian language, culture, traditions, canonical Orthodoxy, and Russian-language media.

There needs to be international legal recognition of the new territorial realities formed as a result of Crimea, Sevastopol, the Donetsk People's Republic, the Luhansk People's Republic, and the Zaporizhzhia and Kherson regions joining Russia. The agenda includes the demilitarization and denazification of Ukraine, lifting anti-Russian sanctions, withdrawing lawsuits against Russia, and returning assets that have been unlawfully frozen in the West.

All these provisions must be enshrined in a legally binding peace agreement. Ukraine must return to its roots of statehood and adhere to the spirit and letter of the documents that underpin its legitimacy. I would like to remind you that Ukraine proclaimed a neutral, non-aligned, and non-nuclear status in the Declaration of State Sovereignty of 1990. In August 1991, the Verkhovna Rada adopted a law declaring Ukraine's independence, which reaffirmed the inviolability of the provisions of that declaration. The Declaration of Independence is included in the preamble of the current Constitution of Ukraine.""__

**This essentially represents the conditions for recognizing the West's defeat. Of course, if they are going to lose anyway, it may be easier for the West to play out the card of Ukraine to the end, inflicting maximum damage on Russia. Therefore, the outlook for a peaceful resolution is not optimistic...**",https://t.me/zeradaglobal/4090
zeradaglobal,2025-07-05 19:11:55+00:00,"🌎 NATO Secretary General Mark Rutte told the New York Times how China might attack Taiwan:

If Xi Jinping would attack Taiwan, he would first make sure that he makes a call to his very junior partner in all of this, Vladimir Putin, residing in Moscow, and telling him: 

""Hey, I’m going to do this, and I need you to to keep them busy in Europe by attacking NATO territory.""

That's why Rutte suggests strengthening NATO while also focusing on the Indo-Pacific region.

**This is the kind of nonsense globalists are pushing in the EU. And people actually buy it! They believe the EU urgently needs to invest in ""security in Asia."" 🤷‍♂️**",https://t.me/zeradaglobal/4082
sanya_florida,2025-07-17 12:05:00+00:00,"Если выдумали, что позорные дебилы на Украине достигли дна, вы ошибаетесь! 

Мэр Львова Андрей Садовой, после разрушения мемориала «Холм Славы», предложил обменять 355 эксгумированных тел советских солдат на украинских боевиков, удерживаемых в плену. 

Мозги себе обменяй!",https://t.me/sanya_florida/26650
sanya_florida,2025-07-15 05:05:00+00:00,"Трамп дал Путину еще 50 дней повоевать на Украине, а потом уже точно будут ужасные санкции! Точно-точно! 😁

На вопрос, если Путин продолжит эскалацию, как далеко он готов зайти, Трамп попросил не задавать таких вопросов. 

В общем будем, как я понял, продавать оружие странам НАТО, которые из своего бюджета будут спонсировать ВСУ, которые, в свою очередь, продолжат террор украинского населения и разворовывание этой самой помощи. Все по плану...",https://t.me/sanya_florida/26604
sanya_florida,2025-07-12 12:05:10+00:00,Разобранная НАТО-вская техника российскими дроноводами. Здесь только пепел...,https://t.me/sanya_florida/26565
sanya_florida,2025-07-12 10:05:00+00:00,Российское наступление на украинские позиции. Украинские солдаты отказались сдаваться. Это не правильное решение. Ничего никому не доказали - просто там остались лежать.,https://t.me/sanya_florida/26563
sanya_florida,2025-07-11 14:05:06+00:00,"Утилизация тел украинских солдат. Все без вести пропавшие. 

В районе Новоукраинки бойцы 46-й отдельной аэромобильной бригады ВСУ, оставив позиции, заминировали тела своих погибших товарищей.",https://t.me/sanya_florida/26554
eestipost,2025-07-17 09:01:12+00:00,"**🇪🇺 Три страны Европы отказались платить за американское оружие для Украины**

Франция, Италия и Чехия заявили, что **не будут участвовать в инициативе** по оплате поставок американского оружия Украине. Решение этих стран — **сигнал не только о дефиците бюджета**, но и о растущем **разногласии в стратегиях** внутри НАТО.

🇫🇷 **Франция** настаивает: Европа должна развивать **свою оборонку**, а не зависеть от США.
🇮🇹 **Италия** ссылается на **жёсткие финансовые ограничения**.
🇨🇿 **Чехия** делает ставку на свою инициативу по поставкам **боеприпасов**, считая её более эффективной.

🇩🇪 На этом фоне **Германия**, наоборот, готова **играть решающую роль**: канцлер Фридрих Мерц уже согласовал с Дональдом Трампом поставки ракет Patriot. Оружие идёт в Украину из Германии, а та пополняет запасы заново.

💬 НАТО пытается сохранить единство, но **линию трещины уже видно**:
– с одной стороны — Германия, Великобритания, Нидерланды, Скандинавия, Канада;
– с другой — крупные игроки вроде Франции и Италии, которые всё громче говорят о **приоритетах Европы, а не Вашингтона**.",https://t.me/eestipost/6552
eestipost,2025-07-15 12:01:15+00:00,"🪖 **Летний призыв в армию: 80% идут добровольно, но проблемы с психикой остаются главной причиной негодности**

В Эстонии стартовал **летний призыв**: **более 2200 молодых людей**, включая **39 девушек**, начали срочную службу. И что важно — **80% из них пришли добровольно**.

📊 **Цифры впечатляют**:
– В 2019 году годными признавались только 40%.
– В 2024 — уже 43%, но **основная причина негодности — психические и поведенческие расстройства**, а также болезни опорно-двигательного аппарата.
– **24% признаны полностью негодными**, ещё **33% — временно**.
– **25 профессиональных спортсменов** совмещают службу с тренировками.
– **17 новобранцев прибыли из-за границы** — из США, Германии, Великобритании и других стран.

🧠 **Психика как уязвимое место поколения Z?**
С каждым годом доля негодных по психическим причинам не снижается. Это может говорить не только о росте тревожности и депрессий, но и об общем уровне стресса у молодежи. Тем временем служба в армии остаётся испытанием — и возможностью обрести внутренний стержень.

📍 Большинство призывников отправляются в 1-ю и 2-ю пехотные бригады, а также в киберкомандование, разведку, артиллерию и логистику. **Служба продлится 11 месяцев**, в течение которых молодых людей подготовят как специалистов и будущих командиров.

💬 А вы бы пошли в армию добровольно?",https://t.me/eestipost/6540
eestipost,2025-07-15 09:01:32+00:00,"**🇺🇸🇺🇦 Трамп меняет курс: Украине — Patriot, Европе — счёт**

**Дональд Трамп неожиданно жёстко выступил в адрес Кремля и предложил НАТО новую модель помощи Украине.**
Суть проста и цинична: Соединённые Штаты поставляют Украине ПВО Patriot, но оплачивает эту «сделку» Европейский союз. «Для нас это бизнес. Мы ничего не платим, но отправим им Patriot», — заявил Трамп. И добавил: «Путин говорит мило, а вечером бомбит».

Впервые с начала войны Трамп открыто упрекает Кремль и предлагает союзникам платить за вооружение, а не ждать милости от Вашингтона. Это разворот не только политический, но и экономический: США зарабатывают, ЕС платит, Украина получает ракеты.

🔻 **Германия первой в очереди** — министр обороны Писториус уже на пути в Вашингтон, чтобы обсудить детали покупки двух комплексов Patriot. Проблема в другом: у самой Германии осталось лишь шесть установок — остальные уже переданы Киеву.

🔻 **Вопрос — не только в установках, но и в ракетах.** Их острый дефицит — глобальный. Сбивать дроны «Шахед» за миллион долларов — неэффективно. Киев всё громче говорит о необходимости дальнобойных наступательных систем, чтобы поражать не последствия, а причины — заводы, логистику, штабы.

Трамп также пообещал жёсткие санкции в течение 50 дней, если Россия не пойдёт на сделку по завершению войны. Это — ультиматум. Такой риторики от него давно не было.

📌 __Для Европы это тревожный звонок: если хочешь мира — плати. Если хочешь союзника — становись клиентом. Мир меняется. Риторика тоже.__",https://t.me/eestipost/6538
